,Customer ID,Gender,Age,Senior Citizen,Married,Dependents,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
991,0248-PGHBZ,Female,69,Yes,No,No,67,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.45,6140.85,No
992,7472-EQOAV,Male,76,Yes,Yes,Yes,71,Yes,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,86.7,6179.35,No
993,5985-BEHZK,Female,78,Yes,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,105.0,7578.05,No
994,9279-CJEOJ,Female,77,Yes,No,No,21,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,2025.1,No
995,8029-XYPWT,Male,72,Yes,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.05,8016.6,No
996,6646-JPPHA,Female,76,Yes,No,No,14,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.85,1043.8,No
997,7658-UYUQS,Male,71,Yes,Yes,No,21,Yes,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,86.55,1857.25,No
998,8746-BFOAJ,Male,79,Yes,No,No,21,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,429.55,No
999,8023-QHAIO,Female,72,Yes,Yes,No,56,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,76.85,4275.75,No
1000,8133-ANHHJ,Female,77,Yes,No,No,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,103.0,5166.2,No
1001,1707-HABPF,Female,65,Yes,No,No,46,Yes,No,Yes,No,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,91.3,4126.35,No
1002,6847-KJLTS,Female,72,Yes,Yes,No,58,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,5749.8,No
1003,4619-EVPHY,Female,65,Yes,Yes,No,20,Yes,No,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,91.0,1859.5,No
1004,4462-CYWMH,Male,65,Yes,Yes,No,62,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,No
1005,9334-GWGOW,Male,68,Yes,Yes,No,7,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.85,485.25,No
1006,4291-HYEBC,Female,76,Yes,Yes,Yes,28,No,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,39.1,1096.6,No
1007,1576-PFZIW,Male,70,Yes,Yes,No,70,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,105.35,7511.9,No
1008,0147-ESWWR,Female,73,Yes,Yes,No,39,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,No
1009,1217-VASWC,Male,77,Yes,Yes,No,43,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,4304.0,No
1010,2522-WLNSF,Female,74,Yes,Yes,No,34,Yes,No,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,64.2,2106.3,No
1011,5327-XOKKY,Male,79,Yes,Yes,No,72,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,73.45,5329.0,No
1012,3312-ZWLGF,Male,69,Yes,Yes,No,29,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.3,2414.55,No
1013,0795-XCCTE,Male,80,Yes,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.4,1809.35,No
1014,7072-MBHEV,Female,77,Yes,Yes,Yes,11,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.1,864.85,No
1015,8050-DVOJX,Male,67,Yes,No,No,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,81.35,4060.9,No
1016,8169-SAEJD,Male,79,Yes,Yes,No,69,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Credit Card,56.55,3952.65,No
1017,1580-BMCMR,Male,66,Yes,No,No,19,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,1637.3,No
1018,4199-QHJNM,Male,72,Yes,Yes,No,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.9,6989.7,No
1019,5135-GRQJV,Male,75,Yes,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,No
1020,2384-OVPSA,Female,65,Yes,No,No,38,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.2,735.9,No
1021,1371-WEPDS,Male,71,Yes,Yes,No,40,Yes,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.8,2283.3,No
1022,3349-ANQNH,Female,70,Yes,No,No,59,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5890.0,No
1023,5937-EORGB,Male,79,Yes,Yes,No,15,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.5,1392.25,No
1024,5539-HIVAK,Female,79,Yes,Yes,No,28,Yes,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.7,734.6,No
1025,4583-PARNH,Male,66,Yes,Yes,No,16,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,1540.05,No
1026,1421-HCERK,Male,75,Yes,Yes,No,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.7,3181.8,No
1027,0716-BQNDX,Male,77,Yes,No,No,57,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,No
1028,1162-ECVII,Male,66,Yes,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.75,7932.5,No
1029,8695-ARGXZ,Male,66,Yes,Yes,No,34,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.55,2425.4,No
1030,1697-NVVGY,Male,71,Yes,Yes,No,19,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,66.4,1286.05,No
1031,9112-WSNPU,Female,65,Yes,No,No,35,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.55,2419.0,No
1032,4976-LNFVV,Male,65,Yes,Yes,No,19,No,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,34.3,577.15,No
1033,2077-MPJQO,Male,80,Yes,Yes,No,7,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.4,533.05,No
1034,1480-IVEVR,Male,76,Yes,Yes,No,35,Yes,Yes,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,81.6,2815.25,No
1035,4118-CEVPF,Female,74,Yes,No,No,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.8,3836.3,No
1036,2428-HYUNX,Male,74,Yes,Yes,No,44,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.35,847.25,No
1037,9693-XMUOB,Male,65,Yes,Yes,No,59,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2997.45,No
1038,1635-NZATJ,Male,80,Yes,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1789.65,No
1039,9943-VSZUV,Male,75,Yes,No,No,67,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,75.7,5060.85,No
1040,9355-NPPFS,Female,70,Yes,No,No,26,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.8,2006.1,No
1041,5828-DWPIL,Male,68,Yes,Yes,No,62,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.1,5618.3,No
1042,2931-FSOHN,Male,76,Yes,No,No,13,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,No
1043,9971-ZWPBF,Male,70,Yes,Yes,Yes,34,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.9,3625.2,No
1044,8421-WZOOW,Female,75,Yes,Yes,Yes,57,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,95.3,5567.45,No
1045,2957-JIRMN,Female,69,Yes,No,No,62,Yes,Yes,Yes,No,No,No,No,Yes,No,One Year,No,Bank Withdrawal,84.45,4959.15,No
1046,5271-DBYSJ,Male,80,Yes,No,No,11,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.15,827.7,No
1047,3915-ODIYG,Male,72,Yes,No,No,60,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,71.75,4374.55,No
1048,5671-UUNXD,Female,79,Yes,Yes,No,50,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,No
1049,4698-KVLLG,Female,66,Yes,No,No,51,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,967.9,No
1050,0282-NVSJS,Female,70,Yes,Yes,Yes,12,No,No,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,29.3,355.9,No
1051,7537-CBQUZ,Male,68,Yes,No,No,63,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,7031.45,No
1052,4750-UKWJK,Female,77,Yes,Yes,No,37,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.6,727.8,No
1053,4884-ZTHVF,Female,80,Yes,No,No,8,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,No
1054,3055-OYMSE,Female,75,Yes,No,No,53,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,73.8,4003.85,No
1055,1468-DEFNC,Male,69,Yes,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.4,1548.65,No
1056,9605-WGJVW,Female,69,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.2,70.2,No
1057,4627-MIHJH,Female,72,Yes,No,No,69,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,7467.55,No
1058,5553-AOINX,Female,67,Yes,Yes,Yes,66,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,6891.45,No
1059,3258-SANFR,Male,69,Yes,No,No,6,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.7,276.5,No
1060,4833-QTJNO,Male,66,Yes,Yes,No,67,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,No
1061,2322-VCZHZ,Male,70,Yes,Yes,No,23,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.1,No
1062,6383-ZTSIW,Female,77,Yes,Yes,No,39,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Mailed Check,99.1,3877.95,No
1063,0118-JPNOY,Female,71,Yes,No,No,26,Yes,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,85.8,2193.65,No
1064,9000-PLFUZ,Female,70,Yes,Yes,No,60,No,No,Yes,No,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card,49.45,2907.55,No
1065,7779-ORAEL,Male,77,Yes,Yes,No,45,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,75.15,3480.35,No
1066,0644-OQMDK,Male,69,Yes,No,No,4,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,No
1067,1658-XUHBX,Female,75,Yes,Yes,Yes,59,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.75,5348.65,No
1068,2378-HTWFW,Male,78,Yes,No,No,35,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,91.0,3180.5,No
1069,3719-TDVQB,Female,68,Yes,Yes,No,54,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,18.95,1031.1,No
1070,0201-MIBOL,Female,68,Yes,No,No,66,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,No
1071,8495-PRWFH,Female,66,Yes,No,No,42,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,55.65,2421.75,No
1072,0439-IFYUN,Female,78,Yes,No,No,18,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,1294.6,No
1073,6458-CYIDZ,Female,72,Yes,No,No,5,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.7,374.8,No
1074,1932-UEDCX,Male,79,Yes,Yes,No,33,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,3270.25,No
1075,5188-HGMLP,Male,73,Yes,Yes,No,54,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.0,3919.15,No
1076,5331-RGMTT,Male,67,Yes,Yes,No,54,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,99.05,5295.7,No
1077,4476-OSWTN,Male,73,Yes,Yes,No,69,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,110.55,7610.1,No
1078,6726-WEXXK,Male,72,Yes,Yes,No,27,Yes,Yes,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,85.9,2220.1,No
1079,4023-RTIQM,Female,72,Yes,Yes,No,31,No,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,No
1080,7872-RDDLZ,Female,68,Yes,No,No,67,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.9,3725.5,No
1081,3162-KKZXO,Female,75,Yes,No,No,55,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,5409.75,No
1082,8904-OPDCK,Male,76,Yes,Yes,No,54,No,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,No
1083,6048-QBXKL,Female,68,Yes,No,No,2,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,56.55,118.25,No
1084,6734-FQAJX,Male,65,Yes,No,No,67,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,No
1085,2378-VTKDH,Male,76,Yes,Yes,No,65,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.35,6578.55,No
1086,2974-GGUXS,Female,74,Yes,Yes,No,36,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,91.95,3301.05,No
1087,7994-XIRTR,Male,79,Yes,No,No,54,Yes,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,65.25,3529.95,No
1088,5298-GSTLM,Female,74,Yes,No,No,60,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,No
1089,6121-TNHBO,Female,71,Yes,No,No,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,83.0,5243.05,No
1090,5119-NZPTV,Male,70,Yes,Yes,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.1,141.65,No
1091,3865-ZYKAD,Male,77,Yes,Yes,No,69,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,84.9,5785.65,No
1092,2205-LPVGL,Male,71,Yes,Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,89.85,5125.75,No
1093,4868-AADLV,Male,77,Yes,Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.25,7862.25,No
1094,3256-EZDBI,Male,71,Yes,Yes,No,51,No,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,29.45,1459.35,No
1095,4726-DLWQN,Male,69,Yes,No,No,50,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,70.35,3454.6,No
1096,3518-FSTWG,Male,67,Yes,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,No
1097,0230-UBYPQ,Male,76,Yes,Yes,No,63,No,No,Yes,Yes,No,No,Yes,No,No,One Year,No,Bank Withdrawal,36.1,2298.9,No
1098,1763-KUAAW,Female,77,Yes,No,No,18,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.35,369.6,No
1099,1104-TNLZA,Male,67,Yes,Yes,No,28,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.8,2998.0,No
1100,5195-KPUNQ,Female,72,Yes,No,No,53,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,96.75,5206.55,No
1101,3908-MKIMJ,Male,79,Yes,Yes,No,68,No,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,41.95,2965.75,No
1102,6969-MVBAI,Female,66,Yes,No,No,9,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.1,816.8,No
1103,2453-SAFNS,Female,68,Yes,No,No,54,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Credit Card,72.1,3886.05,No
1104,7426-GSWPO,Male,78,Yes,No,No,64,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6548.65,No
1105,4909-JOUPP,Male,76,Yes,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,7898.45,No
1106,6437-UDQJM,Female,72,Yes,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,84.1,6129.65,No
1107,1226-IENZN,Male,68,Yes,No,No,16,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,1218.25,No
1108,3411-WLRSQ,Female,80,Yes,Yes,No,3,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.6,239.05,No
1109,0822-QGCXA,Female,76,Yes,Yes,No,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,2310.2,No
1110,3588-WSTTJ,Female,78,Yes,No,No,35,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,3554.6,No
1111,3798-EPWRR,Female,74,Yes,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,43.95,85.1,No
1112,2452-MRMZF,Female,70,Yes,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1937.4,No
1113,4989-LIXVT,Male,66,Yes,No,No,68,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,No
1114,5481-NTDOH,Female,67,Yes,Yes,No,67,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,107.05,7142.5,No
1115,0749-IRGQE,Female,68,Yes,Yes,No,13,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.3,528.45,No
1116,1754-GKYPY,Male,65,Yes,Yes,No,22,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1938.9,No
1117,1591-MQJTP,Male,76,Yes,Yes,No,51,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.65,4839.15,No
1118,7471-MQPOS,Male,74,Yes,Yes,Yes,71,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,72.9,5139.65,No
1119,3259-KNMRR,Male,72,Yes,No,No,57,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.75,4438.2,No
1120,6120-RJKLU,Female,69,Yes,Yes,No,62,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.95,4819.75,No
1121,4323-OHFOW,Female,72,Yes,Yes,No,70,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.55,7195.35,No
1122,6563-VNPMN,Female,80,Yes,No,No,45,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.7,3778.1,No
1123,2267-WTPYD,Female,77,Yes,Yes,No,57,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,94.0,5438.95,No
1124,9129-UXERG,Female,65,Yes,No,No,18,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.6,1806.35,No
1125,6229-LSCKB,Male,69,Yes,No,No,6,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.7,497.6,No
1126,6127-IYJOZ,Male,71,Yes,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.85,45.85,No
1127,8065-QBYTO,Female,68,Yes,No,No,71,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,99.65,7181.25,No
1128,7921-LMDFQ,Male,69,Yes,No,No,51,Yes,No,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,No
1129,5820-PTRYM,Female,75,Yes,Yes,No,56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,68.45,4014.0,No
1130,6211-WHMYA,Female,77,Yes,No,No,64,No,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,43.85,2751.0,No
1131,3454-JFUBC,Male,66,Yes,No,No,68,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.0,1396.0,No
1132,2451-YMUXS,Male,79,Yes,No,No,67,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,64.55,4250.1,No
1133,4690-PKDQG,Female,66,Yes,Yes,No,42,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,No
1134,7789-CRUVC,Female,77,Yes,Yes,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,94.2,5895.45,No
1135,9972-VAFJJ,Female,77,Yes,Yes,No,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.0,4871.45,No
1136,5981-ZVXOT,Female,72,Yes,No,No,35,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,108.35,3726.15,No
1137,2274-XUATA,Male,78,Yes,Yes,No,72,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.1,4685.55,No
1138,0666-UXTJO,Male,80,Yes,Yes,No,34,Yes,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,85.2,2874.45,No
1139,1035-IPQPU,Female,77,Yes,Yes,No,63,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6479.4,No
1140,2235-DWLJU,Female,75,Yes,No,No,6,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,263.05,No
1141,3605-JISKB,Male,67,Yes,Yes,No,55,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,60.0,3316.1,No
1142,3668-QPYBK,Male,37,No,No,No,2,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,53.85,108.15,Yes
1143,9237-HQITU,Female,19,No,No,Yes,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.7,151.65,Yes
1144,9305-CDSKC,Female,31,No,No,Yes,8,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,820.5,Yes
1145,7892-POOKP,Female,23,No,Yes,Yes,28,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,Yes
1146,0280-XJGEX,Male,38,No,No,Yes,49,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,Yes
1147,4190-MFLUW,Female,21,No,Yes,No,10,Yes,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,55.2,528.35,Yes
1148,1066-JKSGK,Male,29,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,Yes
1149,6467-CHFZW,Male,61,No,Yes,Yes,47,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.35,4749.15,Yes
1150,8665-UTDHZ,Male,27,No,Yes,No,1,No,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.2,30.2,Yes
1151,8773-HHUOZ,Female,20,No,No,No,17,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,Yes
1152,6047-YHPVI,Male,56,No,No,Yes,5,Yes,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.7,316.9,Yes
